1,0.99998,0.99999,0.99519,0.93511,0.96079
1,1,0.99999,0.98313,0.85023,0.87644
1,0.99999,0.99998,0.96752,0.81009,0.81211
1,1,0.99994,0.94612,0.7588,0.80447
1,1,0.9997,0.92326,0.70223,0.78625
1,0.99901,0.99742,0.99206,0.80062,0.47684
1,0.99979,0.99606,0.9985,0.983,0
1,0.99594,0.9924,0.89179,0.8845,0
1,0.99979,0.94883,0.92456,0.8353,0
1,0.99884,0.94308,0.94197,0.33855,0
2,0.99623,-0.19684,0.17978,0.59887,0.74426
2,0.99623,-0.20758,0.051569,0.53529,0.6994
2,0.99686,-0.22386,-0.056989,0.50686,0.77352
2,0.9956,-0.15523,0.47574,0.7116,0.9101
2,0.9956,-0.16359,0.049275,0.66041,0.70884
2,0.9963,-0.17735,-0.04688,0.20006,0.81763
2,0.97242,0.38856,0.75414,0.064332,0.81788
2,0.98621,0.0070046,0.57333,0.29419,0.5557
2,0.99573,-0.15275,-0.091113,0.40906,0.80924
3,0.99625,-0.27492,0.34573,-0.12346,0.97453
3,0.99436,0.52048,0.72877,0.70544,0.8419
3,0.99545,-0.2896,0.57025,0.51797,0.95822
3,0.99335,0.3782,0.62467,0.79637,0.80697
3,0.99323,0.36595,0.61547,0.74474,0.84074
3,0.98463,0.049764,0.51438,0.7188,0.81003
