1,1.0005,1.0004,1.0066,1.0276,1.033
1,1.0005,1.0005,1.0118,1.047,1.0537
1,1.0005,1.0007,1.0165,1.061,1.0695
1,1.0003,1.0008,1.0209,1.0749,1.0805
1,1.0007,1.0016,1.0254,1.0844,1.0967
1,1.0288,1.0117,1.0362,1.2615,1.5261
1,1.0042,1.0032,1.0083,1.0148,0
1,1.0235,1.0582,1.0944,1.311,0
1,1.0079,1.0581,1.0929,1.1225,0
1,1.0174,1.0329,1.0681,1.1487,0
2,1.9258,1.5183,1.1133,1.0789,1.0636
2,2.1212,1.5945,1.1091,1.086,1.0657
2,2.6524,1.7735,1.1779,1.0864,1.0763
2,2.0143,1.5753,1.1113,1.0761,1.0422
2,2.2315,1.6587,1.1613,1.0948,1.0574
2,2.8337,1.8552,1.1731,1.1051,1.0625
2,1.3588,1.2737,1.0913,1.1542,1.0643
2,1.7271,1.4284,1.1487,1.1741,1.0776
2,2.6651,1.7802,1.1804,1.1106,1.0596
3,1.1206,1.1128,1.0743,1.0898,1.0074
3,1.0769,1.0739,1.0318,1.0373,1.0524
3,1.1181,1.113,1.0548,1.0823,1.0081
3,1.0809,1.0814,1.0421,1.0635,1.0189
3,1.0799,1.0822,1.0439,1.0647,1.0212
3,1.0726,1.0895,1.048,1.0589,1.023
