1,0.33963,0.078689,0.39984,1.2491,2.3104
1,0.16601,0.080391,0.48213,7.5728,2.3819
1,0.30939,0.12377,0.48712,2.1958,0.93478
1,0.25341,0.13302,0.47088,2.1697,1.0239
1,0.14657,0.14953,0.47255,2.162,0.99264
1,1.0351,0.58717,0.89701,0.3988,0.57956
1,0.2,0.10397,0.45316,0.75222,0
1,1.2618,1.6001,2.2315,5.4993,0
1,0.39195,11.578,0.65058,0.9706,0
1,1.3204,1.6317,0.4366,1.0538,0
2,26.958,1.608,1.253,1.7863,2.1431
2,29.36,2.8983,1.6152,9.9649,1.1095
2,33.308,3.3802,2.6831,1.8999,2.2356
2,28.353,2.5818,0.96877,2.839,10.827
2,30.773,1.729,20.921,1.4531,0.69253
2,34.843,6.1792,2.6881,4.0131,6.0532
2,25.017,1.0145,2.6437,6.7133,0.72954
2,28.761,1.0266,8.0083,16.043,1.2509
2,33.631,4.9421,2.7092,4.1213,2.6402
3,5.6128,1.8857,2.7188,5.3087,2.1109
3,1.0118,2.377,1.8144,2.8771,3.83
3,4.9175,1.9871,2.2037,1.9619,1.1345
3,1.073,2.4304,2.3608,2.8764,2.142
3,0.89207,2.4144,2.4592,3.0816,2.1447
3,2.2267,2.0099,2.4695,3.3931,2.1234
